id,name,x,y,capacity,0:00,0:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30
118,Rochester Row Westminster,529527,179085,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,12,11,12,12,12,12,9,7,8,6,5,5,5,5,5,6,2,0,2,0,0,0,0,4,8,8,8,8,8,8
119,Bath Street St. Luke's,532537,182509,18,16,16,16,15,15,15,15,15,15,15,15,14,14,14,16,16,15,16,9,12,16,15,16,16,15,16,15,14,12,9,7,6,4,3,6,4,1,2,2,1,0,1,0,0,0,1,1,4
120,The Guildhall Guildhall,532412,181375,16,4,3,3,3,3,3,3,3,3,3,3,3,4,5,7,15,15,15,15,15,14,14,12,11,12,11,14,14,14,14,14,14,14,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
121,Baker Street Marylebone,528026,181616,21,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,18,16,19,20,19,18,20,15,12,13,14,13,14,14,12,10,8,9,10,7,5,2,1,0,0,1,0,1,3,3,3,0,0
122,Norton Folgate Liverpool Street,533382,181998,22,0,0,0,0,0,0,0,1,2,3,3,3,3,5,12,15,19,20,20,17,17,19,20,20,20,19,17,17,16,19,19,21,21,19,13,9,1,2,0,0,0,0,0,0,0,0,0,0
123,St. John Street Finsbury,531568,182758,18,7,7,7,7,4,4,4,4,4,4,4,4,4,5,5,1,0,1,2,5,6,5,5,5,3,3,3,3,3,3,1,1,0,0,0,0,1,1,1,2,2,2,3,4,12,11,12,12
124,Eaton Square Belgravia,528454,179138,20,12,12,11,11,11,11,11,11,11,11,11,11,11,11,13,13,8,8,5,5,3,3,3,2,1,3,2,4,4,2,2,2,2,2,3,4,4,9,11,11,10,9,8,7,7,15,15,15
125,Borough High Street The Borough,532355,179700,21,21,21,20,20,20,20,18,18,18,21,21,21,20,20,21,20,21,20,18,19,19,20,17,17,16,18,20,21,20,17,18,18,17,15,14,13,16,15,13,12,11,12,5,4,8,9,10,10
126,Museum of London Barbican,532169,181600,50,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5,13,34,49,38,41,41,42,43,43,44,44,45,43,41,39,43,42,41,41,35,16,8,0,0,0,0,0,1,1,0,0,0,0
127,Wood Street Guildhall,532352,181515,16,2,2,2,3,3,3,3,3,3,3,3,3,3,6,11,16,16,16,16,16,16,14,13,12,12,14,11,11,12,13,13,12,9,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0
128,Emperor's Gate South Kensington,526070,178946,21,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,11,9,9,6,5,5,5,6,6,6,7,9,9,9,10,11,9,8,9,9,10,11,18,20,20,17,17,19,20,20,19,21,22
129,Golden Square Soho,529373,180869,18,0,0,0,0,0,1,1,1,1,1,2,2,2,2,5,8,13,17,17,16,16,17,17,17,17,15,12,16,16,16,14,13,13,14,9,2,1,0,0,0,0,0,0,0,0,1,1,2
130,Tower Gardens  Tower,533653,180714,24,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,3,10,20,21,22,22,22,22,20,22,22,20,19,21,21,21,22,19,13,10,7,0,0,0,0,4,3,0,1,0,0,1,2
131,Eversholt Street  Camden Town,529330,183217,16,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,2,0,0,2,1,1,5,5,6,6,6,7,5,3,4,5,7,5,6,4,6,7,7,7,7,6,7,7,7,5,6,6,8
132,Bethnal Green Road Shoreditch,533660,182288,38,26,26,26,25,25,25,25,25,25,22,23,22,21,18,16,14,12,8,8,11,10,11,10,10,11,11,12,10,10,10,7,11,14,16,17,14,16,17,19,23,21,22,25,21,21,20,14,14
133,Derry Street Kensington,525626,179604,15,6,6,6,6,6,6,6,6,6,6,7,7,8,10,10,15,15,14,15,15,14,14,13,13,14,13,13,11,10,10,12,13,14,12,9,8,1,2,1,1,0,0,0,0,0,0,0,0
134,Wapping High Street Wapping,534186,180216,20,19,19,19,19,19,19,19,19,19,19,19,19,19,20,20,17,19,20,20,20,20,20,19,18,18,19,19,20,20,20,20,20,18,19,19,19,19,18,18,7,10,14,14,14,14,15,15,15
135,Clerkenwell Green Clerkenwell,531583,182190,20,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,5,10,12,18,17,18,19,19,18,20,15,17,19,18,20,20,20,20,8,11,2,0,0,1,4,5,5,5,3,4,4,3,3
136,Queen Victoria Street St. Paul's,532120,180947,30,1,1,1,1,1,1,1,1,1,1,1,1,3,3,5,13,19,23,27,30,27,27,28,27,29,29,29,27,27,27,26,26,25,22,16,0,0,1,0,0,0,0,0,0,0,0,0,0
137,Bourne Street Belgravia,528302,178503,16,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,11,10,6,6,6,6,5,6,6,8,5,2,2,0,0,0,2,2,0,0,1,0,2,4,6,6,9,10,10,10,10,12,11
138,Green Street Mayfair,527956,180875,19,2,3,3,1,1,1,1,1,1,1,3,3,3,3,4,3,3,3,3,2,2,3,3,5,5,6,7,7,6,5,5,5,1,13,12,10,10,9,12,12,1,1,1,4,3,3,3,3
139,Lambeth Road Vauxhall,530744,179011,14,11,11,11,11,11,11,11,11,11,11,11,10,9,10,10,12,12,15,16,16,16,15,14,13,13,11,11,12,12,11,12,12,10,8,5,0,1,3,4,4,5,5,15,15,15,16,16,16
140,Finsbury Square  Moorgate,532913,181969,32,10,10,1,1,1,1,1,1,1,1,1,1,1,1,4,5,13,18,19,25,26,26,26,26,23,22,21,20,19,19,19,18,15,15,15,13,5,5,1,1,2,0,0,0,0,0,0,0
141,Chapel Place Marylebone,528658,181231,27,10,10,10,10,10,10,10,10,10,10,10,10,10,12,11,12,17,22,25,25,24,25,24,24,24,24,22,20,20,20,19,18,27,27,27,27,25,5,0,0,0,0,0,0,0,0,0,0
142,West Cromwell Road Earl's Court,525173,178742,24,14,14,14,14,14,14,14,14,14,14,12,11,11,12,13,12,10,11,9,7,7,8,7,8,6,6,6,6,6,6,5,4,4,4,8,7,7,10,13,13,11,13,12,13,15,15,14,14
143,Pont Street Knightsbridge,527738,179158,19,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,6,6,7,6,6,6,6,6,7,7,9,8,9,6,5,7,6,9,10,7,9,8,5,4,3,3,4,5,5,5,5,5,5
144,Kennington Cross Kennington,531215,178362,28,26,23,21,22,22,24,24,24,24,24,25,25,25,24,21,12,9,10,10,10,10,7,5,4,4,4,5,4,4,3,4,4,4,5,5,5,11,18,21,21,23,23,22,21,21,21,22,22
145,Ilchester Place Kensington,524843,179515,23,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,6,6,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5
146,Vauxhall Bridge  Pimlico,529972,178266,33,16,16,16,16,16,16,16,16,17,17,17,17,17,16,17,16,15,14,13,13,12,11,11,11,11,11,9,9,9,8,10,10,10,10,10,7,12,18,23,28,31,30,32,32,32,32,33,33
147,Portugal Street Holborn,530814,181245,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,12,16,15,16,16,16,16,13,6,5,6,6,7,6,15,12,10,5,2,1,0,0,0,0,0,0,0,0,0,0
148,Tachbrook Street Victoria,529337,178667,15,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,2,2,0,1,2,1,0,0,0,0,1,0,1,1,0,2,2,3,2,2,3,5,4,6,5,6,7,10,10,9,10,10
149,Kennington Road Post Office Oval,531279,177902,18,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,16,13,14,14,14,14,14,14,14,14,13,12,14,13,13,15,16,16,17,14,16,16,17,15,17,17,17,16,17,17,17,17,17
150,Holy Trinity Brompton Knightsbridge,527202,179163,25,17,17,17,17,17,17,17,17,17,17,17,17,17,18,16,17,15,16,20,22,21,23,23,23,22,22,21,22,21,21,18,19,20,20,19,21,20,19,16,16,17,16,16,15,15,16,16,16
151,Chepstow Villas Notting Hill,524896,180784,26,13,13,13,13,13,13,13,13,13,13,13,13,13,13,11,7,1,0,0,0,0,8,7,6,5,4,4,1,2,2,2,2,2,2,2,1,4,13,18,23,24,24,25,26,26,26,24,24
152,Hampton Street Walworth,531893,178739,21,17,18,18,19,19,19,19,20,20,20,20,20,20,20,17,16,14,8,5,3,2,3,3,3,3,3,3,2,1,2,3,2,2,1,3,7,11,15,16,16,15,14,16,16,16,16,19,20
153,Bayswater Road Hyde Park,526788,180797,26,25,25,25,25,25,25,25,25,25,25,26,26,26,26,24,21,12,5,2,9,7,7,15,10,9,11,10,10,10,15,10,12,10,15,16,20,24,23,25,25,24,25,25,25,25,25,25,25
154,Waterloo Station 3 Waterloo,531076,180011,32,21,19,19,19,32,32,32,32,32,32,30,30,23,8,16,1,10,0,0,0,2,0,0,1,3,2,3,2,1,1,2,6,2,2,8,17,28,27,27,26,26,26,28,26,26,28,28,29
155,Lexham Gardens Kensington,525608,178991,18,11,10,10,10,10,10,10,10,10,10,10,10,9,8,8,8,6,4,4,4,4,1,0,0,0,0,0,2,3,3,2,1,0,0,4,5,7,5,5,6,5,4,3,4,5,7,7,7
156,New Kent Road Borough,532485,179006,32,20,22,22,22,22,22,22,24,24,28,29,29,29,28,26,26,25,20,20,20,19,17,16,16,16,15,15,15,16,16,16,16,16,17,20,19,21,25,27,26,27,30,31,32,32,32,33,33
157,Wright's Lane Kensington,525517,179493,37,13,13,13,12,12,12,14,14,14,14,14,14,15,14,14,15,16,20,20,23,24,25,27,29,28,28,28,28,28,25,27,26,30,32,32,34,33,34,33,35,36,34,33,33,32,31,30,29
158,Trebovir Road Earl's Court,525328,178426,17,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,14,14,12,11,11,11,11,11,12,11,12,12,13,13,15,15,15,15,15,16,17,17,17,16,16,17,17,15,16,16,16,15
159,Great Marlborough Street Soho,529309,181171,39,7,7,7,6,5,4,4,4,4,4,4,4,4,6,10,9,9,17,25,34,37,38,38,39,39,39,39,39,39,39,38,28,28,28,29,20,8,2,0,1,0,3,3,3,2,0,0,0
160,Waterloo Place St. James's,529753,180293,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,5,8,10,11,9,9,8,7,7,4,6,6,7,5,5,3,3,3,2,1,0,0,0,0,0,0,0,0,0
161,Guildhouse Street Victoria,529130,178688,14,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,2,2,3,1,2,2,2,3,3,3,3,3
162,Southampton Place Holborn,530447,181532,18,1,1,1,0,0,0,0,0,0,0,0,0,0,2,4,6,7,16,16,16,16,15,16,16,16,16,16,16,13,14,15,15,15,13,15,14,9,8,6,6,5,3,0,0,0,2,1,1
163,Sloane Avenue Knightsbridge,527284,178734,28,26,26,26,26,25,25,23,23,23,23,24,24,26,26,29,30,29,29,26,27,26,26,24,24,23,24,25,24,24,23,25,26,26,27,29,28,30,29,29,29,29,29,29,28,27,27,27,28
164,Cleveland Gardens Bayswater,526165,181202,15,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,3,3,7,8,10,10,11,13,11,11,11,15,15,15,15,15,15
165,Orsett Terrace Bayswater,526117,181459,15,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,3,3,3,3,3,2,2,2,2,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,2,3,3,3,3,2
166,Seville Street Knightsbridge,527861,179714,26,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,4,4,5,7,8,7,7,7,8,7,8,8,8,12,13,12,6,5,5,2,1,0,0,0,0,0,0,0,0,2,2,2
167,Eccleston Place Victoria,528689,178855,17,15,15,15,16,16,16,16,16,16,16,16,15,15,12,10,1,0,1,0,2,2,0,0,0,0,0,1,2,5,4,2,3,1,1,3,9,14,12,15,16,14,14,14,14,14,13,14,14
168,Argyll Road Kensington,525351,179489,19,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,11,11,11,11,11,11,11,9,8,8,8,7,6,5,8,8,6,7,6,6,7,7,9,10,7,9,9,9,9,7,6,5,5
169,Porchester Place Paddington,527413,181137,18,2,3,3,3,4,4,4,4,4,4,4,4,2,2,3,0,0,2,1,2,2,2,2,2,2,0,0,1,1,1,1,1,0,0,2,5,12,12,13,12,13,13,15,14,16,16,16,17
170,Hardwick Street Clerkenwell,531337,182694,29,19,19,19,19,19,19,19,19,19,19,19,19,19,17,17,14,14,6,5,8,8,8,8,7,7,6,6,3,3,1,1,6,20,20,20,15,9,10,10,12,11,11,13,13,14,15,15,16
171,Collingham Gardens Earl's Court,525979,178528,14,9,10,10,10,10,10,11,11,11,11,11,10,10,9,8,7,3,2,1,1,0,0,0,0,1,1,2,1,1,2,0,1,2,3,3,3,2,0,6,10,11,12,12,12,12,12,12,12
172,Sumner Place South Kensington,526885,178505,19,1,1,3,3,3,3,3,3,3,3,3,3,2,2,2,0,0,0,1,1,1,1,0,0,0,0,1,1,10,10,10,9,9,9,9,7,11,13,13,13,14,13,13,13,13,13,13,13
173,Waterloo Roundabout Waterloo ,531061,180130,13,9,9,9,10,10,10,10,10,10,10,10,10,10,9,6,5,0,0,4,1,1,2,3,4,4,5,5,6,7,9,10,11,14,15,1,14,15,15,15,15,13,13,14,14,14,14,14,14
174,Strand Strand,530889,180978,35,11,11,12,12,12,7,7,7,7,7,7,8,8,8,9,11,14,23,33,35,35,34,29,30,29,31,31,29,29,28,25,22,20,21,16,15,9,0,0,0,0,0,0,0,0,1,1,0
175,Appold Street Liverpool Street,533224,182065,25,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,4,10,22,24,25,25,24,23,23,24,24,24,23,25,24,23,23,24,22,17,10,7,2,1,0,0,0,0,0,0,0,0,0
176,Gloucester Terrace Bayswater,525813,181450,22,21,21,21,21,21,21,21,21,21,21,21,21,21,19,21,20,17,15,13,11,11,11,11,11,11,12,12,12,10,9,9,11,11,11,9,7,6,9,13,13,14,13,12,11,11,12,15,17
177,Ashley Place Victoria,529146,179113,23,14,13,13,13,13,12,12,12,12,12,12,12,13,9,10,4,0,1,3,1,2,4,6,7,6,7,7,6,5,7,10,15,17,16,21,22,21,20,20,17,17,17,17,18,17,16,18,19
178,Warwick Square Pimlico,529096,178410,19,13,13,13,13,13,13,12,12,12,12,12,11,11,10,7,6,2,0,1,1,1,0,1,2,0,2,3,4,4,4,3,4,3,3,4,4,5,8,11,12,14,14,14,16,16,17,18,18
180,North Audley Street Mayfair,528218,180953,16,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,3,3,1,5,6,8,12,14,13,14,13,14,14,14,13,13,14,14,10,10,8,5,2,0,0,0,0,0,0,0,4,4,4
181,Belgrave Square Belgravia,528348,179454,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,4,2,2,1,0,0,1,1,1,2,3,1,0,1,0,0,0,0,1,4,3,1,0,0,0,0,0,0,1,1,2
182,Bell Street  Marylebone,527346,181946,18,4,4,5,4,5,5,5,5,5,5,5,5,5,5,4,2,1,2,12,12,13,13,13,13,11,8,7,7,8,8,8,6,6,7,9,8,17,17,17,16,17,17,14,11,11,11,11,11
184,Portland Place Marylebone,528781,181835,34,11,11,11,11,11,11,11,11,11,11,11,11,11,11,8,9,10,8,11,15,16,15,16,16,17,17,17,18,17,18,18,22,26,26,22,15,10,4,2,2,2,1,2,4,4,5,5,6
185,Alderney Street Pimlico,529183,178212,14,8,7,7,7,7,7,8,8,8,8,8,8,8,8,7,5,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,2,1,3,5,9,11,10,11,11,10,11,11,11,11,11,12,12
186,South Wharf Road Paddington,526668,181407,16,7,6,6,6,6,6,6,6,6,6,6,6,6,4,0,2,1,2,0,4,0,0,0,1,1,1,2,0,0,0,0,2,1,0,3,10,9,9,14,14,12,12,14,14,14,14,14,14
187,Queen's Gate (South) South Kensington,526554,178638,25,22,22,22,22,22,22,22,22,22,22,23,23,23,22,21,18,18,20,23,22,23,24,22,21,19,20,20,21,20,21,20,20,20,20,18,17,17,19,21,21,20,21,18,20,20,20,19,18
188,Nutford Place Marylebone,527462,181335,17,15,16,16,16,15,13,13,13,13,13,13,13,13,13,12,12,13,10,6,4,3,2,2,4,6,6,4,3,0,1,4,5,5,6,5,5,6,5,7,7,8,8,8,9,9,4,4,4
189,Claremont Square Angel,531198,183116,18,5,5,6,6,6,6,6,6,6,6,8,8,9,9,6,5,5,4,1,1,1,3,3,4,4,4,4,4,3,3,3,2,4,5,5,3,2,1,1,0,1,0,0,12,11,10,10,10
190,Rampayne Street Pimlico,529726,178439,20,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,12,11,7,7,7,6,5,5,5,4,7,8,8,8,7,4,3,1,0,0,4,9,11,11,11,11,10,10,14,14,15
191,Hyde Park Corner Hyde Park,528254,179864,25,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,7,7,10,8,7,5,7,4,6,2,12,8,9,18,7,1,2,4,4,1,4,3,3,2,1,0,0,0,0,1,1,0,1
192,Wardour Street Soho,529637,180945,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,8,16,13,15,16,16,15,16,16,13,14,14,9,10,9,5,1,9,11,5,0,0,2,1,1,0,0,1,7,4
193,Bankside Mix Bankside,531948,180259,57,15,11,11,11,11,11,11,11,11,11,11,11,12,11,11,14,27,36,45,55,58,58,54,57,56,53,52,54,58,57,46,44,44,43,29,12,8,0,6,6,7,7,4,0,2,5,3,0
194,Hop Exchange The Borough,532535,180142,54,10,10,9,9,9,9,9,8,8,8,8,8,9,9,8,10,1,2,2,3,7,8,11,9,6,6,10,9,9,12,14,16,19,13,16,25,36,26,28,28,26,9,1,8,6,9,8,6
195,Milroy Walk South Bank,531523,180407,29,17,15,15,15,15,15,15,15,15,15,16,16,16,15,19,18,17,14,15,20,20,21,20,20,21,18,18,16,17,18,17,15,16,15,14,17,15,13,8,7,11,10,11,11,10,12,12,11
196,Union Street The Borough,532071,180025,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,16,17,16,16,16,17,14,15,15,14,13,13,13,13,13,14,12,12,11,7,6,4,5,3,4,3,2,2,1,2,2,3,3
197,Stamford Street South Bank,531156,180211,26,20,20,20,20,20,20,20,20,20,20,21,21,20,20,19,19,18,11,9,2,2,5,4,4,4,5,5,6,3,1,0,1,0,3,7,15,23,23,23,23,22,21,22,22,23,23,23,23
199,Great Tower Street Monument,533127,180809,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,19,21,20,21,22,22,23,20,23,23,20,21,20,22,22,23,15,3,2,1,0,0,2,2,2,1,0,0,0,0
200,LMU Commercial Road Whitechapel,534288,181333,14,11,11,10,9,9,9,9,10,10,10,10,10,8,4,5,4,3,3,2,2,3,4,2,1,2,1,1,1,1,1,0,0,1,1,2,3,6,5,8,8,9,9,9,10,11,11,10,11
201,Dorset Square Marylebone,527673,182017,16,16,16,16,16,16,16,15,16,16,16,16,16,14,12,5,1,0,9,6,5,3,2,2,1,2,1,1,0,2,1,0,1,1,9,11,13,12,13,13,13,12,10,11,11,11,11,11,10
202,Leman Street Aldgate,534055,181043,35,11,11,11,14,14,14,14,14,14,14,13,13,10,8,4,3,2,12,13,17,22,19,15,15,15,11,13,14,15,15,14,19,17,13,11,12,11,6,4,11,11,11,9,11,13,12,11,12
203,West Smithfield Rotunda Farringdon,531870,181637,13,2,3,2,2,2,2,2,2,2,1,1,1,1,1,2,8,7,13,13,12,12,12,11,12,12,12,13,11,12,10,9,10,8,2,0,6,6,2,1,0,0,1,1,0,0,1,1,1
204,Margery Street Clerkenwell,531038,182548,18,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,0,2,0,5,5,7,6,4,3,2,3,5,5,7,7,6,7,8,11,9,5,4,7,10,10,8,9,11,8,8,8,9,9
205,New Road  2 Whitechapel,534509,181698,17,7,7,7,7,7,7,7,7,9,9,9,9,9,9,9,8,8,12,14,16,16,17,16,16,16,15,18,18,18,17,16,16,18,18,17,14,14,14,12,10,11,11,11,13,14,13,12,14
206,New Road 1  Whitechapel,534513,181699,18,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,9,8,10,13,12,14,15,17,15,18,18,18,18,15,16,16,15,12,12,11,14,16,16,16,17,16,16,17,17,16,17,18
207,Grosvenor Crescent Belgravia,528281,179668,17,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13,11,13,14,14,14,15,15,15,14,16,16,17,14,14,12,11,11,8,8,10,8,8,8,7,7,6,4,4,4,3,3,3
208,Mallory Street Marylebone,527306,182281,18,17,15,16,16,16,16,16,16,16,16,16,15,15,14,14,14,13,9,10,10,11,11,13,12,12,9,9,8,9,6,6,5,5,4,2,3,6,10,11,12,10,11,10,9,9,9,9,9
209,Denyer Street Knightsbridge,527477,178784,30,26,25,25,25,26,26,26,26,26,26,26,26,26,26,26,25,27,30,29,30,30,30,30,29,27,26,27,23,24,24,25,25,25,23,23,20,20,16,18,21,23,24,24,24,25,25,25,25
210,Hinde Street Marylebone,528326,181390,21,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,9,7,12,16,14,14,16,17,15,13,13,17,16,17,16,17,17,16,13,13,6,0,1,1,0,5,4,0,0,0,0,0,0
211,Cadogan Place Knightsbridge,527959,178914,32,18,18,18,18,18,18,18,18,18,18,18,18,17,16,17,17,16,18,18,20,18,18,18,19,19,20,18,17,17,17,15,16,17,17,17,20,20,20,20,20,20,20,20,20,19,19,19,19
212,Campden Hill Road Notting Hill,525088,180171,17,10,11,11,11,11,11,11,11,11,11,11,11,10,10,9,9,8,8,8,8,6,5,5,5,6,6,6,6,5,4,4,3,4,3,3,1,3,4,4,4,5,5,5,5,5,5,5,5
213,Wellington Arch Hyde Park,528529,179829,33,9,9,11,11,11,11,11,11,11,11,12,13,13,15,16,17,21,26,26,27,30,31,26,31,28,16,20,14,12,12,14,9,5,3,0,0,1,3,2,4,5,0,0,0,0,0,4,1
214,Endsleigh Gardens Euston,529784,182542,30,28,28,28,28,28,28,28,28,28,28,27,27,26,21,13,3,1,2,0,0,1,17,17,18,19,18,15,15,18,16,16,17,22,23,29,29,26,28,29,25,28,27,28,27,25,25,26,26
215,Moorfields Moorgate,532735,181754,49,4,4,4,4,4,4,3,3,3,3,3,3,4,8,8,12,19,24,22,25,29,31,32,34,34,34,31,31,31,31,30,30,34,37,37,32,34,33,31,25,9,0,0,0,0,0,0,0
216,Old Brompton Road South Kensington,526367,178462,28,20,20,20,20,20,20,20,20,20,20,20,19,19,19,19,18,18,14,13,13,15,14,14,11,8,8,9,9,7,8,8,13,13,14,13,13,15,20,21,24,25,25,25,25,24,24,26,26
217,Wormwood Street Liverpool Street,533150,181441,14,1,1,0,0,0,0,0,0,0,0,0,0,0,5,1,3,0,12,5,12,12,11,7,10,9,10,6,6,5,6,3,3,5,8,15,12,14,5,1,1,5,1,1,0,0,1,0,0
218,St. Luke's Church Chelsea,527134,178345,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,5,4,1,0,9,9,8,7,8,7,6,6,6,8,7,7,9,12,10,7,9,8,8,8,8
219,Bramham Gardens Earl's Court,525731,178359,28,13,21,21,21,21,21,22,22,22,22,22,23,24,24,24,24,21,17,17,16,16,16,12,12,12,12,11,10,10,12,12,13,15,14,11,13,20,22,24,28,28,28,28,27,26,28,27,28
220,Chelsea Green Chelsea,527389,178457,26,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,3,4,6,7,7,9,9,9,9,10,12,11,10,10,9,8,7,6,4,5,5,4,4,5,7,11,11,11,11,11,11,11
221,Horseferry Road Westminster,529878,178982,16,3,3,4,4,4,4,4,1,1,1,1,1,1,2,4,6,7,11,15,16,15,15,15,15,15,15,16,16,16,12,12,11,10,8,1,0,1,0,2,2,3,2,3,3,3,3,4,5
222,Knightsbridge Hyde Park,528128,179821,42,4,4,2,2,2,2,2,2,2,2,3,3,3,4,4,6,6,8,9,9,10,9,6,6,6,6,5,5,5,5,5,6,6,4,1,1,1,0,0,0,0,0,0,1,1,0,0,0
223,Rodney Road  Walworth,532681,178684,24,24,24,24,24,24,24,24,24,24,24,24,23,23,23,20,17,12,7,5,5,3,3,2,1,1,0,0,0,0,0,3,4,5,6,7,8,9,9,13,16,17,16,18,19,19,19,19,19
224,Whiteley's Bayswater,525820,181100,16,10,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,9,8,9,8,7,3,1,0,0,2,10,10,8,8,7,12,12,13,11,11,11,11,15,15,14,13,14,12,13,14,14,15
225,Notting Hill Gate Station Notting Hill,525259,180484,30,20,20,21,22,23,23,22,22,22,22,23,23,24,24,26,27,25,22,20,16,12,7,7,7,6,7,6,7,5,5,5,5,3,4,3,2,3,3,1,2,2,4,5,7,7,8,2,4
226,Charles II Street West End,529735,180495,24,8,8,8,4,3,0,0,0,0,0,0,0,0,1,2,4,4,9,12,6,6,7,8,9,8,8,9,10,9,9,10,12,10,12,11,10,8,4,1,0,0,0,0,0,0,0,0,0
227,Great Percy Street Clerkenwell,530820,182800,23,21,18,18,18,19,19,19,19,19,19,19,18,18,16,16,17,14,12,9,7,3,2,0,9,9,8,8,9,9,10,10,10,10,7,8,8,13,14,16,17,19,21,11,12,16,14,15,15
228,St. James's Square St. James's,529553,180376,39,2,2,2,2,2,2,2,2,2,2,2,2,2,3,8,2,16,31,37,35,34,19,22,26,25,24,26,25,28,28,29,30,32,31,24,15,2,0,1,1,0,0,0,2,2,0,0,0
229,Whitehall Place Strand,530350,180298,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,0,2,4,8,9,11,10,11,11,10,7,8,6,5,7,8,7,4,7,20,21,18,15,11,8,7,8,7,5,5,4
230,Poured Lines Bankside,531740,180351,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,12,26,27,26,28,28,28,28,27,26,24,24,23,22,22,21,19,18,15,16,8,3,2,1,2,2,1,1,1,1,1
231,Queen's Gate (Central) South Kensington,526530,178803,31,12,13,13,13,13,13,13,13,13,13,14,14,14,13,12,13,14,10,7,6,7,7,8,8,8,8,8,8,8,6,7,8,8,8,9,8,8,7,6,6,6,7,7,7,7,7,7,7
232,Carey Street Holborn,531049,181259,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,14,16,16,16,16,16,16,16,6,5,5,5,3,3,5,12,11,8,5,0,0,0,0,0,0,0,0,0,0,0,0
233,Pall Mall East West End,529824,180422,21,2,2,1,0,0,2,0,0,0,0,0,0,0,0,0,3,3,3,6,10,13,14,15,17,16,4,9,10,9,6,8,9,16,20,18,20,14,13,9,5,2,0,0,1,1,1,0,0
234,Liverpool Road (N1 Centre) Angel,531393,183437,22,15,14,14,14,14,15,15,15,15,15,16,16,16,16,12,5,1,1,1,0,0,0,4,4,4,5,6,5,5,2,2,2,3,3,1,5,11,23,22,23,21,23,17,18,21,18,20,20
235,Kennington Road   Vauxhall,531234,179117,36,26,26,26,26,26,26,25,25,25,25,26,26,26,26,25,22,18,10,6,4,3,2,2,1,1,1,2,2,2,1,3,4,6,6,7,8,8,7,7,9,12,11,15,23,22,22,22,22
236,Fashion Street Whitechapel,533767,181704,28,17,17,17,17,16,16,16,16,16,16,16,16,16,15,15,13,12,20,23,27,28,27,27,27,28,27,29,29,29,29,28,27,25,24,25,21,19,16,13,13,9,10,7,4,3,4,3,2
